Date,600276,600900,601318,600276_Return,600900_Return,601318_Return
2018/3/16,52.53,16.65,70.51,-0.009096140033844513,0.0,0.0002836879451653118
2018/3/19,55.35,16.65,73.81,0.05229222418877555,0.0,0.045739680051011256
2018/3/20,56.08,16.68,74.09,0.013102583571688697,0.0018001805041478747,0.003786346646604599
2018/3/21,55.46,16.63,73.82,-0.011117202538702742,-0.0030021037257643712,-0.0036508728267135027
2018/3/22,55.06,16.51,72.88,-0.007238540473170296,-0.007242035272799541,-0.012815444650149388
2018/3/23,54.24,16.49,70.3,-0.015004856082321272,-0.0012121213605289505,-0.036042454135083446
2018/3/26,55.99,16.37,68.28,0.03175445972866209,-0.007303745188464106,-0.02915490089037931
2018/3/27,55.58,16.49,68.16,-0.007349679046444457,0.007303745188464106,-0.0017590154051791984
2018/3/28,53.37,16.19,65.4,-0.04057463396850425,-0.018360368881963574,-0.041335624057907694
2018/3/29,53.08,16.1,66.39,-0.005448580881846965,-0.005574495699126825,0.015024184267915075
2018/3/30,55.78,16.02,65.31,0.049615172735336,-0.004981330350203983,-0.01640127881650244
2018/4/2,54.4,15.97,64.66,-0.025051228337445774,-0.003125979413292068,-0.010002391617278228
2018/4/3,54.4,15.87,64.51,0.0,-0.006281427688603625,-0.0023225217531370745
2018/4/4,53.92,15.86,64.55,-0.008862687257845003,-0.0006303183316158645,0.0006198667485008968
2018/4/9,52.96,16.03,65.96,-0.01796455497529914,0.010661750414759918,0.021608380398746796
2018/4/10,54.08,16.15,68.25,0.020927520105956,0.007458083047203967,0.03412893637367098
2018/4/11,54.53,16.23,67.67,0.008286577203261647,0.004941331857834186,-0.008534483820934469
2018/4/12,54.96,16.15,66.72,0.00785463897612404,-0.004941331857834186,-0.014138192193643206
2018/4/13,51.97,15.94,66.18,-0.055939018893743864,-0.01308837630659676,-0.008126455557024848
2018/4/16,53.39,15.83,64.3,0.02695683349174427,-0.006924799469147924,-0.028818671249892347
2018/4/17,51.84,15.99,63.13,-0.02946141046807549,0.010056652952942002,-0.01836353886403952
2018/4/18,52.59,16.03,63.51,0.014363935557233809,0.0024984397755987153,0.006001281435349171
2018/4/19,53.22,15.95,64.48,0.011908277948290191,-0.005003137390608092,0.015157724383489501
2018/4/20,53.87,16.05,64.15,0.01213947114289926,0.006250020345171414,-0.005131007136728094
2018/4/23,54.03,16.14,64.99,0.0029657111635317257,0.005591813265777734,0.013009320844612482
2018/4/24,54.33,16.2,66.56,0.005537112707457492,0.0037105793965355183,0.02387038460669544
2018/4/25,56.06,16.0,65.5,0.03134598517321008,-0.012422519998557036,-0.0160536538717464
2018/4/26,53.7,16.0,63.12,-0.04300954422182279,0.0,-0.03701246610358755
2018/4/27,53.51,16.11,60.89,-0.003544449191605903,0.006851474949101988,-0.035968718917136044
2018/5/2,43.77,15.96,61.34,-0.20091990112040925,-0.00935460516722042,0.007363201065622604
2018/5/3,44.28,15.98,61.44,0.01158445663763219,0.0012523483164659233,0.0016289301533110034
2018/5/4,44.04,16.09,60.71,-0.005434795985956864,0.006860020666163091,-0.01195265969707382
2018/5/7,45.14,16.13,61.19,0.024670459534910538,0.0024829311328256054,0.007875348332106569
2018/5/8,45.71,16.17,63.08,0.012548320954263392,0.0024767814518984466,0.030419984620388085
2018/5/9,45.87,16.19,62.95,0.00349421626542723,0.0012360941005282733,-0.0020630016044815846
2018/5/10,48.93,16.03,63.18,0.0645793966919519,-0.009931801068082446,0.003647034883583089
2018/5/11,47.8,16.13,63.1,-0.023365065803622187,0.006218925515655727,-0.0012670258267712953
2018/5/14,48.69,16.23,64.1,0.018448030697199247,0.006180489389382426,0.01572359437945625
2018/5/15,49.37,16.64,63.97,0.013869282076162115,0.024948053866562958,-0.0020301404645781673
2018/5/16,48.94,16.7,62.81,-0.008747894256246003,0.003599284029646821,-0.018299926995756444
2018/5/17,48.04,16.7,62.0,-0.018561060802742446,0.0,-0.012979911421197698
2018/5/18,49.28,16.78,63.04,0.025484322013481275,0.004778981616350819,0.016635060504532007
2018/5/21,49.03,16.66,63.66,-0.00508596356212232,-0.007177064300363689,0.009786976304322792
2018/5/22,50.82,16.72,63.01,0.03585762222887601,0.003594970917858653,-0.010262977899982317
2018/5/23,50.57,16.64,61.76,-0.004931462800126241,-0.004796172263492604,-0.020037538237443364
2018/5/24,50.26,16.6,61.22,-0.006148982976445616,-0.0024067400305649578,-0.008781972199254362
2018/5/25,52.01,16.87,61.53,0.034226475669535183,0.016134201195379116,0.005050927235132896
2018/5/28,54.09,16.91,62.5,0.03921331809835449,0.002368266352612114,0.015641695989956794
2018/5/29,50.97,16.98,62.38,-0.05941210153138554,0.004131017972712314,-0.0019218455626992537
2018/5/30,51.75,16.78,60.65,0.015187207793528223,-0.011848479844140947,-0.028125075789597886
2018/5/31,52.87,17.11,62.13,0.021411638101880293,0.01947538686504169,0.02410932868554383
2018/6/1,51.4,16.78,61.64,-0.028197897786239157,-0.01947538686504169,-0.007917953623687524
2018/6/4,52.6,16.86,63.53,0.023077947282544642,0.004756251534649092,0.030201224826526207
2018/6/5,55.66,16.9,64.58,0.056545636354080386,0.002369669355318127,0.016392530051687615
2018/6/6,57.23,17.2,63.81,0.027816480323266113,0.017595761890379702,-0.011994847449873447
2018/6/7,56.95,17.03,63.24,-0.004904546527819242,-0.009932889144810275,-0.008972905538984222
2018/6/8,56.35,16.99,62.39,-0.010591449407406195,-0.0023515589907563417,-0.01353200621857642
2018/6/11,54.18,17.0,63.03,-0.03927040382883629,0.000588408372375504,0.010205797402323746
2018/6/12,54.62,17.14,63.9,0.008088279388609898,0.008201569113417406,0.013708557858469916
2018/6/13,53.49,17.32,63.75,-0.020905395502400115,0.01044698996465554,-0.0023501773449527974
2018/6/14,52.98,17.54,64.44,-0.009580236699235023,0.012622083809747942,0.010765374270238048
2018/6/15,52.74,17.67,64.63,-0.004540302918782935,0.007384299387568127,0.0029441409660302398
2018/6/19,52.08,17.69,62.09,-0.012593183024827148,0.0011312218400889584,-0.040093753898002404
2018/6/20,54.82,17.56,61.85,0.051274092974325836,-0.007375919964723643,-0.003872846538304664
2018/6/21,54.3,17.65,61.09,-0.009530863934749778,0.005112195172335188,-0.012363912176821756
2018/6/22,54.84,16.61,61.07,0.009895627754224368,-0.060730859754102084,-0.000327439426632381
2018/6/25,55.29,16.47,59.79,0.008172205655727183,-0.008464379435654923,-0.021182324342229997
2018/6/26,55.38,16.23,59.24,0.001626457392974956,-0.014679162663048917,-0.009241433493214934
2018/6/27,53.09,16.22,57.5,-0.042229931147236055,-0.0006163328392330136,-0.02981204159629325
2018/6/28,50.59,16.13,56.83,-0.04823465829173523,-0.005564156550149413,-0.011720592494274484
2018/6/29,52.61,16.14,58.58,0.039152287438871,0.0006197707046853296,0.030328986090556675
2018/7/2,52.36,15.85,55.22,-0.004763274701016673,-0.01813116251851321,-0.05906813489757834
2018/7/3,50.35,15.86,56.34,-0.03914432187712791,0.0006307158834122362,0.02007955594621791
2018/7/4,48.66,16.15,55.52,-0.03414128180919507,0.018119833461963886,-0.014661446249677468
2018/7/5,47.22,16.34,55.53,-0.03003980569800957,0.011696039763191113,0.0001800990549671866
2018/7/6,48.6,16.32,56.94,0.02880599924908145,-0.0012247398958957767,0.025074666596375472
2018/7/9,50.2,16.31,58.88,0.032391495791235236,-0.0006129329030386543,0.03350339257072932
2018/7/10,50.58,16.29,58.18,0.007541214544135588,-0.0012269940189684192,-0.011959821353565658
2018/7/11,50.26,16.12,57.09,-0.006346709126372918,-0.010490685535471389,-0.018912683090887228
2018/7/12,51.18,16.13,58.38,0.018139298616196786,0.0006201550586348858,0.02234439544980038
2018/7/13,52.08,16.08,58.54,0.017432167168670798,-0.0031046283862972146,0.0027369158377714697
2018/7/16,51.88,16.11,57.72,-0.0038476384520707008,0.0018639334380630146,-0.014106547358069932
2018/7/17,50.52,16.03,58.02,-0.0265640619659524,-0.004978230567421527,0.005184044787587716
2018/7/18,51.46,16.29,57.81,0.018435509371307557,0.01608945599249223,-0.0036260075988732154
2018/7/19,50.85,16.63,58.71,-0.011924684359029047,0.02065687059088228,0.01544829898170974
2018/7/20,51.22,16.73,60.84,0.007249958276810187,0.005995221793896555,0.035637397314998154
2018/7/23,48.74,16.75,61.08,-0.04963003257431886,0.001194743272342702,0.003937012959339015
2018/7/24,49.31,16.54,61.74,0.011626852038974178,-0.012616568675530182,0.010747538723581584
2018/7/25,49.92,16.34,62.16,0.01229482382513769,-0.012165600163688506,0.0067796869853786745
2018/7/26,48.96,16.56,60.8,-0.019418085857101808,0.013374059525256943,-0.022121917087270404
2018/7/27,48.89,16.42,60.87,-0.001430761613516296,-0.008490044932831342,0.0011506535337115764
2018/7/30,47.95,16.85,61.56,-0.019414075261106944,0.02585055277408843,0.01127186646484546
2018/7/31,47.83,16.84,61.6,-0.002505743637241764,-0.0005936479841901487,0.000649561568796031
2018/8/1,47.44,16.78,59.7,-0.008187303002735291,-0.003569307775120212,-0.03132985014091805
2018/8/2,48.19,16.62,58.26,0.01568577596277132,-0.009580911611758225,-0.024416268867267554
2018/8/3,46.17,16.77,57.82,-0.0428212941333439,0.008984786407815193,-0.007581014943088604
2018/8/6,42.95,16.4,57.83,-0.07229358808863307,-0.02231024100496448,0.0001729355819266587
2018/8/7,44.06,16.5,59.56,0.02551569294393241,0.006079046076381989,0.029476535645681423
2018/8/8,43.5,16.23,58.38,-0.012791403279558633,-0.016498999380035073,-0.020010842389839745
2018/8/9,46.56,16.38,60.62,0.0679808653285443,0.009199696898423593,0.03765150620368818
2018/8/10,48.63,16.35,60.44,0.04349882099251179,-0.0018331810816607508,-0.00297373422511793
2018/8/13,48.85,16.42,59.55,0.004513754073097509,0.004272206681019686,-0.014834841603229343
2018/8/14,49.38,16.31,59.05,0.010791105428241465,-0.006721687391360032,-0.008431753157938537
2018/8/15,46.9,16.13,57.03,-0.05152780846479965,-0.011097524495804922,-0.034807097474923054
2018/8/16,46.69,16.11,56.98,-0.004487666469388252,-0.0012406949482342,-0.0008771160986853488
2018/8/17,45.06,16.13,56.58,-0.035535073978747,0.0012406949482342,-0.007044763196341286
2018/8/20,43.68,16.65,57.81,-0.03110460356744893,0.03172932428933528,0.02150620522096336
2018/8/21,46.53,16.57,59.42,0.06320693441990777,-0.004816384987980982,0.02746909894007743
2018/8/22,46.23,16.4,60.93,-0.006468327856423262,-0.010312496608318789,0.025094794225941186
2018/8/23,46.92,16.25,62.13,0.014815085785140791,-0.009188426054406396,0.019503299815199604
2018/8/24,47.2,16.21,62.47,0.005949868806234715,-0.0024645730281616096,0.005457477429875901
2018/8/27,48.85,16.21,63.47,0.034360485897282356,0.0,0.015880911812899967
2018/8/28,48.98,16.28,62.9,0.0026576730352299016,0.004309024826809615,-0.009021189611983615
2018/8/29,48.45,16.09,63.01,-0.010879713187246676,-0.011739399570102726,0.001747280247569094
2018/8/30,47.22,16.07,63.16,-0.025714806679408397,-0.0012437812548706795,0.0023777454334767967
2018/8/31,45.94,15.82,62.98,-0.027481334396414425,-0.015679217409913182,-0.002853973714562308
2018/9/3,45.61,15.96,62.73,-0.007209206537343249,0.008810629682154847,-0.003977413564227206
2018/9/4,45.65,16.11,64.8,0.0008766163173685726,0.00935460516722042,0.0324658012495771
2018/9/5,44.99,15.89,62.8,-0.01456336418789661,-0.01375021664025855,-0.03135052988407594
2018/9/6,44.17,15.82,61.32,-0.018394417244645744,-0.004415018209116717,-0.02384901947053919
2018/9/7,45.57,15.7,62.78,0.031203779667356102,-0.007614249985245625,0.023530497410193973
2018/9/10,44.43,15.59,62.03,-0.025334688327974142,-0.007031029284576995,-0.012018412428781211
2018/9/11,44.95,15.47,61.68,0.01163584396981232,-0.007727018484710246,-0.0056584097299516856
2018/9/12,42.64,15.67,60.6,-0.05275798106004048,0.012845391782954518,-0.0176648361798053
2018/9/13,40.9,15.77,62.4,-0.04166271680883327,0.006361344607017649,0.029270382300112807
2018/9/14,40.37,15.71,63.3,-0.013043128183906294,-0.003811948707417301,0.014320053774748764
2018/9/17,38.47,15.72,62.51,-0.048208218100645794,0.0006363347335307523,-0.012558785206409517
2018/9/18,39.9,15.84,64.12,0.036497607131614096,0.0076045993852189575,0.025429783797631167
2018/9/19,41.08,15.86,65.15,0.02914506116453941,0.0012618298204221112,0.01593597582950146
2018/9/20,41.1,15.95,64.8,0.00048673644183194753,0.005658613024151826,-0.005386700212625328
2018/9/21,42.24,16.23,67.49,0.02735951789581703,0.017402552295646245,0.04067383539708658
2018/9/25,42.71,16.22,67.19,0.011065445455368916,-0.0006163328392330136,-0.00445501182325625
2018/9/26,43.54,16.18,67.96,0.0192469709530263,-0.002469137056920978,0.011394869871672597
2018/9/27,43.58,16.38,67.2,0.0009182737100723593,0.012285166794577584,-0.0112460492746278
2018/9/28,44.1,16.38,68.5,0.011861452936326344,0.0,0.01916049773907602
2018/10/8,40.55,16.0,64.78,-0.08392400189137827,-0.023472356185142207,-0.05583683152499663
2018/10/9,40.81,15.88,65.0,0.006391368856292434,-0.007528266420791407,0.003390356152453755
2018/10/10,40.37,15.8,64.65,-0.010840214552864769,-0.005050515786068743,-0.005399164677769797
2018/10/11,38.58,15.37,61.85,-0.04535292738726637,-0.02759238248241669,-0.0442760063793699
2018/10/12,39.79,15.38,63.87,0.03088161696125402,0.0006504065269936632,0.032137668735000346
2018/10/15,39.99,15.4,63.2,0.005013798419889692,0.0012995453420856506,-0.010545466420685656
2018/10/16,40.28,15.5,64.0,0.007225644991634805,0.006472514505617255,0.012578782206859707
2018/10/17,40.37,15.81,64.16,0.002231867014487854,0.019802627296179764,0.0024968801985876254
2018/10/18,38.5,15.51,62.45,-0.04742869357111079,-0.019157674032933336,-0.027013726986672815
2018/10/19,39.31,15.83,65.62,0.02082069814003029,0.020421896704473586,0.049514290961369056
2018/10/22,42.51,16.07,67.93,0.07826040293692982,0.01504730585650016,0.03459723567025552
2018/10/23,41.91,15.75,65.51,-0.014214880433718768,-0.020113814477778824,-0.036274960459425465
2018/10/24,40.67,15.79,66.25,-0.0300337420178467,0.002536462995908373,0.011232662122545811
2018/10/25,39.44,15.81,66.66,-0.03071019018469867,0.0012658229538300425,0.006169608013262717
2018/10/26,40.14,16.01,65.54,0.01759281363375731,0.012570875787242919,-0.01694442960892495
2018/10/29,39.24,15.6,62.0,-0.022676708671029555,-0.025942612753132366,-0.05552625822557733
2018/10/30,40.53,15.62,62.8,0.032345805943054806,0.0012812301560485295,0.012820688429060922
2018/10/31,42.76,15.61,63.63,0.053560645516627314,-0.0006404098841992223,0.01312998377054786
2018/11/1,43.4,15.5,64.3,0.01485635494951465,-0.007071710602139625,0.010474573998873637
2018/11/2,46.94,15.61,67.35,0.07841074931651804,0.007071710602139625,0.046343271612799164
2018/11/5,45.83,15.42,66.58,-0.02393129190184462,-0.01224636639215726,-0.011498670709494618
2018/11/6,45.42,15.11,66.8,-0.008986361843620116,-0.02030859185053524,0.0032988483957216985
2018/11/7,45.05,15.12,66.12,-0.008179552623065689,0.0006615944667389684,-0.010231807589776487
2018/11/8,45.34,15.18,66.3,0.006416661025036241,0.003960401216096976,0.0027186242389927173
2018/11/9,44.77,14.65,64.62,-0.012651372826508744,-0.03553843650440758,-0.02566593679546436
2018/11/12,45.16,14.62,64.66,0.008673467028586845,-0.0020498811414437768,0.0006188119009351567
2018/11/13,45.42,14.6,65.01,0.005740797395951347,-0.0013689256073416978,0.005398331919090005
2018/11/14,44.53,14.43,63.95,-0.019789417343801574,-0.011712155928511603,-0.016439576191525695
2018/11/15,44.6,14.59,65.1,0.0015707396924073969,0.011026989748915028,0.01782302118967216
2018/11/16,43.27,14.64,65.25,-0.030274304789224882,0.003421145998471431,0.0023014969882790837
2018/11/19,43.97,14.7,65.72,0.016048028955925275,0.004089985251524819,0.007177246966264761
2018/11/20,43.5,14.45,64.1,-0.010746645098080432,-0.017153079226249535,-0.024958929242443695
2018/11/21,44.46,14.51,64.01,0.0218289704414123,0.004143652337655457,-0.0014050427727116954
2018/11/22,43.97,14.44,63.14,-0.011082325343331867,-0.004835933431416528,-0.013684838024066615
2018/11/23,43.49,14.25,62.64,-0.01097655658317187,-0.013245226750020489,-0.007950431447297568
2018/11/26,43.44,14.47,63.2,-0.0011503509838668435,0.015320633928733063,0.008900249470263688
2018/11/27,43.41,14.43,63.11,-0.0006908463141779286,-0.0027681678576132462,-0.0014250655566634407
2018/11/28,44.76,14.4,63.77,0.030625054132222385,-0.0020811662038244805,0.010403624731032401
2018/11/29,44.47,14.24,63.05,-0.006500078921119368,-0.011173300598124936,-0.011354797916252046
2018/11/30,45.45,14.35,63.49,0.021798016100882833,0.007695036221800233,0.006954350771430029
2018/12/3,46.49,14.7,64.99,0.022624415079005367,0.02409755157906046,0.023350998723898897
2018/12/4,46.49,14.7,64.89,0.0,0.0,-0.0015398832731801093
2018/12/5,46.47,14.61,64.25,-0.0004302926056065637,-0.006141268022082702,-0.00991180485774823
2018/12/6,43.51,14.22,63.0,-0.06581614636429789,-0.027056801387513207,-0.019646997383796716
2018/12/7,40.54,14.35,63.0,-0.07070165570873499,0.009100517830535448,0.0
2018/12/10,40.97,14.36,62.18,0.010550950534925718,0.0006966214144479288,-0.013101321760925266
2018/12/11,41.75,14.31,62.17,0.018859359738085058,-0.003487970051718303,-0.00016083634936148172
2018/12/12,40.86,14.66,62.46,-0.021547861907388555,0.02416410289014559,0.004653783573687065
2018/12/13,41.61,14.93,63.2,0.01818893360537377,0.01824991509259366,0.011777949297878898
2018/12/14,40.9,14.96,61.94,-0.017210459946094048,0.0020073609952322435,-0.020138126607754714
2018/12/17,39.72,15.0,61.27,-0.02927522387178394,0.0026702285558788397,-0.010875847807493955
2018/12/18,39.46,15.11,60.85,-0.006567338582502469,0.0073065751824379355,-0.006878507304026726
2018/12/19,38.27,15.3,60.12,-0.03062120115685829,0.012496052113741829,-0.012069254548762842
2018/12/20,36.77,15.17,59.0,-0.039984004124430594,-0.008533035037948888,-0.018805120979053846
2018/12/21,34.78,15.38,58.34,-0.0556397863870437,0.013748170717057029,-0.011249479466144408
2018/12/24,36.92,15.18,58.25,0.059710900708514814,-0.013089192110014025,-0.0015438719937650447
2018/12/25,37.09,15.3,58.21,0.004593981866847674,0.007874056430905885,-0.0006869311621660046
2018/12/26,36.11,15.52,57.3,-0.026777556212132847,0.014276686356682777,-0.015756537562950257
2018/12/27,35.76,15.58,56.9,-0.009739884984053315,0.003858525687529646,-0.007005282588409045
2018/12/28,36.63,15.88,56.1,0.02403762648541008,0.019072415376387486,-0.014159528603634008
2019/1/2,36.78,15.42,55.18,0.004086642385451977,-0.029395087683806498,-0.01653524373951054
2019/1/3,35.47,15.57,55.68,-0.03626695039064476,0.009680617710723816,0.009020447237023888
2019/1/4,37.74,15.32,56.59,0.06203327115487367,-0.01618682153346196,0.01621127512826792
2019/1/7,37.2,15.24,56.3,-0.014411778661302943,-0.005235614053944904,-0.00513775600878752
2019/1/8,37.49,15.56,55.8,0.007765469468719477,0.02077996849174557,-0.008920665758379798
2019/1/9,38.56,15.48,56.95,0.028141238994524365,-0.005154650588664822,0.02039982050592659
2019/1/10,39.08,15.33,57.5,0.013395357432236743,-0.009737175277858334,0.009611257910113302
2019/1/11,38.85,15.39,58.07,-0.005902750360925246,0.003906254967065426,0.009864231580653637
2019/1/14,37.73,15.27,57.12,-0.02925254283743728,-0.00782782862024689,-0.016494861352629897
2019/1/15,39.19,15.4,58.59,0.03796607823532083,0.008477390189042477,0.025409715525368526
2019/1/16,39.91,15.52,58.74,0.018205306849102154,0.007762005335488986,0.0025568922137768624
2019/1/17,39.83,15.45,58.73,-0.0020065218670892726,-0.00452051141131804,-0.00017025623604549622
2019/1/18,41.09,15.75,59.92,0.031144385701765476,0.019231361927887658,0.020059669674536096
2019/1/21,41.02,15.82,60.79,-0.0017050302510837057,0.004434597067865642,0.0144149625516663
2019/1/22,40.06,15.81,60.07,-0.023681422406562458,-0.0006323111181272267,-0.011914752898560366
2019/1/23,40.29,15.96,59.49,0.00572496896558361,0.009442940800282074,-0.009702317662256377
2019/1/24,41.24,15.95,60.43,0.023305359945503312,-0.0006267627908091988,0.015677439173653163
2019/1/25,40.97,15.91,61.29,-0.00656856758997959,-0.0025109868811581393,0.014131027124173023
2019/1/28,38.07,15.91,61.52,-0.07341352116437339,0.0,0.0037456276997485105
2019/1/29,39.71,16.2,61.65,0.04217647474875408,0.018063399888642806,0.002110904412964132
2019/1/30,39.86,16.19,61.25,0.0037702696414885217,-0.000617474548794128,-0.006509380185516278
2019/1/31,41.01,16.43,62.98,0.028442624619319012,0.014715164359632826,0.027853366248042022
2019/2/1,42.24,16.35,63.21,0.029551699994038394,-0.004881034705914278,0.0036453008113284113
2019/2/11,42.95,16.31,64.39,0.01666900903225832,-0.002449480710340346,0.018495825065884652
2019/2/12,44.1,16.34,64.27,0.0264231340225356,0.001837672798934431,-0.0018653821668968007
2019/2/13,45.55,16.39,65.02,0.03235084125316723,0.0030553033238818195,0.011601955492563931
2019/2/14,45.69,16.32,65.1,0.003068831869212918,-0.004280043219777596,0.0012296343387649955
2019/2/15,44.65,16.3,63.25,-0.023025148252672434,-0.001226241723244037,-0.02882942160689428
2019/2/18,46.41,16.34,65.29,0.03866064593057672,0.0024509816191398137,0.0317437575909123
2019/2/19,45.78,16.25,65.68,-0.013667638728664055,-0.005523180656110238,0.005955579945631229
2019/2/20,45.1,16.24,65.88,-0.014965068015787786,-0.0006155740422144618,0.0030404401652663893
2019/2/21,45.44,16.1,65.39,0.00751052790426332,-0.008658062743114758,-0.007465563736254843
2019/2/22,46.04,16.2,67.02,0.013117809440785777,0.006191970247920953,0.02462174073597989
2019/2/25,47.57,16.38,73.0,0.03269172659050845,0.011049836186585171,0.08546835883922643
2019/2/26,47.22,16.28,70.01,-0.0073847787868235315,-0.006123717850528898,-0.04182135215928451
2019/2/27,47.78,16.22,69.98,0.011789610240296788,-0.0036923118871277083,-0.00042860204956429726
2019/2/28,49.93,16.3,70.01,0.04401488261485431,0.004920059125450127,0.00042860204956429726
2019/3/1,50.0,16.27,72.39,0.001400980915628125,-0.0018421865817703775,0.03343007931594322
2019/3/4,50.19,16.26,72.58,0.003792798238696271,-0.0006148171112818623,0.0026212334798749737
2019/3/5,50.08,16.3,72.07,-0.0021940768749990625,0.00245700369305224,-0.0070515328485747375
2019/3/6,49.48,16.86,72.16,-0.012053179267556224,0.03377884476099258,0.00124800681801851
2019/3/7,48.87,16.69,70.29,-0.01240483624222355,-0.010134214899965688,-0.026256334566554074
2019/3/8,48.37,16.66,68.7,-0.010283924447171522,-0.0017991009350470932,-0.022880341959510275
2019/3/11,48.82,16.47,68.79,0.009260278129922028,-0.011470092549147992,0.0013091863096184042
2019/3/12,48.48,16.35,69.25,-0.006988723203754876,-0.007312646846286075,0.006664759529525277
2019/3/13,48.53,16.04,71.54,0.001030821656065939,-0.019142294904894275,0.032533588763423715
2019/3/14,48.65,16.29,72.8,0.002469645214889127,0.01546582017558551,0.017459221371768585
2019/3/15,49.67,16.28,73.85,0.020749320487245093,-0.0006140620395593821,0.014320053774748764
2019/3/18,51.46,16.75,75.0,0.035403677734338945,0.02846089769668092,0.01545210455892132
2019/3/19,50.07,16.94,75.35,-0.02738278051174481,0.011279430952833014,0.004655811536194321
2019/3/20,50.5,16.84,76.55,0.00855130993946096,-0.005920680409727819,0.01580019703118829
2019/3/21,50.28,16.84,75.8,-0.004365952559267416,0.0,-0.009845829455366939
2019/3/22,50.78,17.12,74.72,0.009895192554485455,0.01649036189941544,-0.014350498727738525
2019/3/25,49.44,16.92,72.29,-0.026742763127097113,-0.011751016535518577,-0.03306198690838169
2019/3/26,49.69,17.05,72.69,0.005043892464793753,0.007653849551448211,0.005518016484338695
2019/3/27,51.64,16.76,74.22,0.038492860364212955,-0.01715510867558878,0.020829832135906834
2019/3/28,53.87,16.94,73.4,0.04227717071400061,0.010682594169971527,-0.011109720011980961
2019/3/29,54.52,16.87,77.1,0.011993870135889484,-0.004140792666031512,0.04917934494881315
2019/4/1,54.79,16.9,78.6,0.00494008872199192,0.0017767253711507003,0.01926841886587738
2019/4/2,54.4,16.92,78.96,-0.007143541688427124,0.001182732249049856,0.0045696956900656005
2019/4/3,54.65,16.89,79.86,0.004585060760650794,-0.0017746233583686433,0.011333706509849328
2019/4/4,55.12,16.8,80.2,0.008563412082855493,-0.005342844410495484,0.004248413237393223
2019/4/8,53.32,16.55,80.59,-0.033201131394895,-0.014992784586141283,0.004851057463951314
2019/4/9,54.02,16.53,81.1,0.01304285305396169,-0.0012091899901389702,0.006308388784947105
2019/4/10,54.77,16.58,82.03,0.013788250431160609,0.003020237874215681,0.011402072893290871
2019/4/11,53.32,16.75,80.71,-0.0268311034851223,0.010201108563926642,-0.016222550678377523
2019/4/12,53.85,16.88,80.44,0.009890908291889655,0.0077312308967356635,-0.0033509184318294416
2019/4/15,52.79,16.61,81.66,-0.019880624766873023,-0.01612456554260744,0.015052720986978407
2019/4/16,54.05,16.78,85.01,0.023587765249692527,0.010182777413856758,0.04020461073783821
2019/4/17,53.77,16.78,84.48,-0.005193853263630643,0.0,-0.006254076671316611
2019/4/18,53.44,16.68,84.3,-0.00615616159319643,-0.005977304108459869,-0.0021329549501416523
2019/4/19,53.71,16.77,87.0,0.005039674688978035,0.005381178904516837,0.031526253646774194
2019/4/22,51.78,16.68,84.96,-0.03659522959397643,-0.005381178904516837,-0.02372756116095509
2019/4/23,52.37,16.78,86.06,0.011329933968004635,0.005977304108459869,0.012864169916825041
2019/4/24,52.37,16.84,85.03,0.0,0.003569307775120212,-0.012040592012752427
2019/4/25,53.25,16.75,83.4,0.016663896298138248,-0.005358750543105195,-0.019355826033000234
2019/4/26,51.94,16.56,83.11,-0.0249085983549322,-0.011408109313961745,-0.0034832777997664266
2019/4/29,54.43,16.78,86.43,0.046826266211505985,0.013197552081946728,0.03916980619961219
2019/4/30,54.79,16.87,86.1,0.006592223104215478,0.0053491955188165186,-0.003825426330862136
2019/5/6,53.5,16.91,81.2,-0.023826041648363105,0.002368266352612114,-0.05859416426605257
2019/5/7,55.12,16.84,81.17,0.02983097280344227,-0.004148154096308421,-0.0003695263945475702
2019/5/8,53.52,16.52,78.78,-0.029457210885429852,-0.019185240721348418,-0.029886563230324903
2019/5/9,52.08,16.4,76.66,-0.027274417919659566,-0.007290433262679308,-0.027279097590350965
2019/5/10,53.43,16.53,81.38,0.02559138806936634,0.007895577002780207,0.05974948262113511
2019/5/13,53.47,16.5,78.65,0.0007483629909601497,-0.0018165309263982188,-0.03412191306925649
2019/5/14,52.52,16.4,78.3,-0.017926699526044754,-0.006079046076381989,-0.004460026507529413
2019/5/15,45.42,16.41,80.54,-0.1452415127571829,0.0006095702718464935,0.02820635242655012
2019/5/16,44.64,16.61,80.97,-0.017322218604356898,0.012114018523204262,0.005324760274715068
2019/5/17,43.58,16.56,79.1,-0.02403198855658184,-0.00301477466808997,-0.023365840924414627
2019/5/20,41.84,16.51,77.87,-0.040745509759806176,-0.0030238910250770523,-0.015672105184713736
2019/5/21,42.23,16.69,78.2,0.0092780491891844,0.010843479741707185,0.004228877962370703
2019/5/22,42.4,16.88,77.64,0.004017493292060248,0.011319751494067276,-0.007186889250455408
2019/5/23,41.4,16.9,75.44,-0.02386748140664352,0.0011841327612165387,-0.028745119975607913
2019/5/24,41.72,17.0,76.5,0.007699749301302905,0.005899722127188589,0.013953102507287873
2019/5/27,42.5,16.95,77.18,0.01852344579779963,-0.0029455102297570868,0.008849615276982803
2019/5/28,43.42,17.21,78.19,0.0214160885197745,0.01522277639698899,0.01300140602694988
2019/5/29,42.99,17.22,79.78,-0.009952633941955558,0.00058088877613649,0.020131084340838434
2019/5/30,42.99,17.72,79.09,0.0,0.028622446177350103,-0.008686401945935174
