日期,收盘,开盘,高,低,交易量,涨跌幅
2017/4/10,36.45,36.56,36.71,36.38,48.44M,-0.41%
2017/4/11,36.19,36.45,36.6,35.84,63.32M,-0.71%
2017/4/12,36.01,36.17,36.32,34.9,66.51M,-0.50%
2017/4/13,35.9,35.8,36.09,35.8,38.76M,-0.31%
2017/4/14,35.89,35.9,36.04,35.66,37.09M,-0.03%
2017/4/17,36.02,35.81,36.07,35.67,37.66M,0.36%
2017/4/18,35.7,36,36.09,35.67,35.52M,-0.89%
2017/4/19,35.51,35.68,35.85,35.47,48.71M,-0.53%
2017/4/20,35.8,35.66,35.91,35.56,41.61M,0.82%
2017/4/21,36.09,35.81,36.26,35.65,52.52M,0.81%
2017/4/24,36.17,36.09,36.26,35.99,54.99M,0.22%
2017/4/25,36.48,36.17,36.56,36.12,61.28M,0.86%
2017/4/26,37.51,36.57,37.92,36.47,160.94M,2.82%
2017/4/27,37.82,37.49,38.26,37.44,125.01M,0.83%
2017/4/28,37.96,37.9,38.07,37.61,67.87M,0.37%
2017/5/2,37.91,37.8,38.38,37.8,61.93M,-0.13%
2017/5/3,38,37.95,38.28,37.82,50.54M,0.24%
2017/5/4,37.82,37.95,38.1,37.73,54.86M,-0.47%
2017/5/5,37.26,37.7,37.86,37.2,62.40M,-1.48%
2017/5/8,37.79,37.26,38.12,37.24,95.29M,1.42%
2017/5/9,37.99,37.71,38.08,37.71,59.52M,0.53%
2017/5/10,39.84,38.03,40.05,38.01,158.92M,4.87%
2017/5/11,39.77,39.8,40.09,39.56,82.78M,-0.18%
2017/5/12,40.95,39.7,41.3,39.7,120.02M,2.97%
2017/5/15,40.9,41.22,41.96,40.62,71.62M,-0.12%
2017/5/16,41.09,40.9,41.3,40.68,62.99M,0.46%
2017/5/17,40.42,41,41.09,40.19,77.91M,-1.63%
2017/5/18,40.62,40.06,41.08,40.06,58.17M,0.49%
2017/5/19,41.01,40.59,41.33,40.59,42.05M,0.96%
2017/5/22,42.84,41.03,43.02,41.03,102.56M,4.46%
2017/5/23,43.17,43,44.18,42.85,106.10M,0.77%
2017/5/24,43.03,43,43.54,41.97,81.35M,-0.32%
2017/5/25,45.49,43,45.56,42.95,138.99M,5.72%
2017/5/26,45.18,45.4,45.85,44.86,78.36M,-0.68%
2017/5/31,45.07,45,47.13,44.82,101.00M,-0.24%
2017/6/1,45.97,45.4,46,44.9,77.24M,2.00%
2017/6/2,44.96,45.89,46.37,44.63,82.63M,-2.20%
2017/6/5,44.67,44.92,45.15,44.08,78.00M,-0.65%
2017/6/6,46.03,44.6,46.1,44.6,96.72M,3.04%
2017/6/7,45.98,46.2,46.88,45.71,78.82M,-0.11%
2017/6/8,47.62,45.9,47.65,45.82,83.22M,3.57%
2017/6/9,48.14,47.7,48.77,47.5,92.57M,1.09%
2017/6/12,48.93,48.02,49.64,48.02,85.96M,1.64%
2017/6/13,48.44,48.75,49.2,47.9,67.05M,-1.00%
2017/6/14,47.21,48.63,48.84,47,83.40M,-2.54%
2017/6/15,46.18,47.19,47.47,45.91,104.20M,-2.18%
2017/6/16,46.7,46.1,47.18,46.1,80.72M,1.13%
2017/6/19,48.56,46.96,48.63,46.69,80.85M,3.98%
2017/6/20,48.1,48.77,48.93,47.67,61.64M,-0.95%
2017/6/21,49.43,48.3,49.56,47.56,84.98M,2.77%
2017/6/22,49.14,49.2,50.47,49.05,114.65M,-0.59%
2017/6/23,49.72,49.24,49.9,48.79,87.37M,1.18%
2017/6/26,49.72,49.99,50.77,49.35,95.32M,0.00%
2017/6/27,49.92,49.7,49.95,48.93,78.08M,0.40%
2017/6/28,48.61,49.7,49.74,48.55,69.13M,-2.62%
2017/6/29,49.96,48.8,50.05,48.38,75.32M,2.78%
2017/6/30,49.61,49.8,50.2,49.28,59.86M,-0.70%
2017/7/3,48.94,49.8,49.8,48.55,56.32M,-1.35%
2017/7/4,47.92,48.8,48.84,47.91,68.39M,-2.08%
2017/7/5,50.42,48,50.7,48,127.25M,5.22%
2017/7/6,51.39,50.42,52,50.07,113.78M,1.92%
2017/7/7,51.01,51.15,51.62,50.53,53.39M,-0.74%
2017/7/10,51.13,51.02,51.96,50.69,57.08M,0.24%
2017/7/11,51.23,50.81,52.01,50.61,69.95M,0.20%
2017/7/12,50.61,51.36,52.5,50.42,87.01M,-1.21%
2017/7/13,51.63,50.98,51.86,50.83,66.53M,2.02%
2017/7/14,52.77,51.69,52.79,51.3,70.78M,2.21%
2017/7/17,53.9,53.01,55.09,52.42,140.88M,2.14%
2017/7/18,53.47,53.6,54.26,52.51,87.90M,-0.80%
2017/7/19,53.84,53.68,54.48,53.11,77.12M,0.69%
2017/7/20,54.01,53.55,54.15,52.82,65.92M,0.32%
2017/7/21,51.96,53.2,53.28,51.9,129.48M,-3.80%
2017/7/24,52.61,52.08,53.1,51.68,90.46M,1.25%
2017/7/25,52.31,52.62,53.05,52.18,50.68M,-0.57%
2017/7/26,51.89,52.1,52.5,51.28,65.76M,-0.80%
2017/7/27,52.36,51.85,52.74,51.09,66.71M,0.91%
2017/7/28,51.89,52.2,52.46,51.8,49.13M,-0.90%
2017/7/31,52.02,51.88,52.64,51.41,61.60M,0.25%
2017/8/1,54.85,52.2,54.9,52.2,114.79M,5.44%
2017/8/2,54.04,54.81,54.82,53.88,72.38M,-1.48%
2017/8/3,52.92,54.04,54.48,52.88,56.53M,-2.07%
2017/8/4,51.94,52.99,53.19,51.85,66.61M,-1.85%
2017/8/7,52.32,51.91,52.84,51.53,52.39M,0.73%
2017/8/8,52.45,52.3,52.56,51.91,36.73M,0.25%
2017/8/9,52.06,52.35,52.84,52,41.07M,-0.74%
2017/8/10,50.73,52.07,52.45,50.51,84.64M,-2.55%
2017/8/11,49.58,50.2,50.73,49.53,82.82M,-2.27%
2017/8/14,50.49,49.99,51,49.64,79.15M,1.84%
2017/8/15,50.9,50.8,51.56,50.6,68.09M,0.81%
2017/8/16,51.21,50.85,51.29,50.53,34.09M,0.61%
2017/8/17,51.1,51.47,51.83,50.87,37.47M,-0.21%
2017/8/18,53.17,52.4,53.86,51.62,117.64M,4.05%
2017/8/21,53.03,53.4,54.28,52.78,71.62M,-0.26%
2017/8/22,55.2,53.41,55.26,53.32,100.99M,4.09%
2017/8/23,55.4,55.01,55.83,54.82,56.49M,0.36%
2017/8/24,55.12,55.55,56.28,54.95,56.07M,-0.51%
2017/8/25,55.83,54.9,56.22,54.84,74.31M,1.29%
2017/8/28,56.2,55.98,57.75,55.98,80.33M,0.66%
2017/8/29,57.06,56.1,57.25,55.88,41.68M,1.53%
2017/8/30,56.41,57,57.63,56.26,47.03M,-1.14%
2017/8/31,56.03,56.33,56.66,55.55,48.10M,-0.67%
2017/9/1,56.17,56.05,57.04,55.6,57.11M,0.25%
2017/9/4,55.15,55.51,55.56,54.81,48.41M,-1.82%
2017/9/5,56.29,55.4,56.6,55.11,56.38M,2.07%
2017/9/6,55.4,56.05,56.38,55.09,42.41M,-1.58%
2017/9/7,54.91,55.6,55.82,54.83,32.97M,-0.88%
2017/9/8,55.02,54.9,55.52,54.83,29.03M,0.20%
2017/9/11,53.99,55.21,55.98,53.92,80.41M,-1.87%
2017/9/12,54.81,54.48,54.87,53.61,55.60M,1.52%
2017/9/13,55.07,54.8,55.36,54.33,39.81M,0.47%
2017/9/14,54.02,55.1,55.25,53.9,51.02M,-1.91%
2017/9/15,53.38,54.09,54.2,53.15,75.43M,-1.18%
2017/9/18,53.3,53.27,54.48,53.27,75.40M,-0.15%
2017/9/19,53.46,53.69,54.04,53.11,62.15M,0.30%
2017/9/20,53.08,53.44,53.7,53,58.72M,-0.71%
2017/9/21,53.82,53.16,54.24,53.01,72.71M,1.39%
2017/9/22,54.04,53.55,54.35,53.52,54.95M,0.41%
2017/9/25,54.16,54.05,54.73,53.82,65.79M,0.22%
2017/9/26,54.25,53.99,54.33,53.95,42.80M,0.17%
2017/9/27,53.6,54.1,54.24,53.46,46.90M,-1.20%
2017/9/28,53.74,53.6,53.97,53.32,39.77M,0.26%
2017/9/29,54.16,53.72,54.35,53.43,43.42M,0.78%
2017/10/9,54.76,56.1,56.5,54.71,88.24M,1.11%
2017/10/10,54.92,54.86,55.52,53.81,96.07M,0.29%
2017/10/11,55.31,54.9,55.72,54.55,66.45M,0.71%
2017/10/12,57.11,55.2,57.19,55.12,89.86M,3.25%
2017/10/13,57.08,56.91,57.43,56.73,50.82M,-0.05%
2017/10/16,57.17,57.5,58.55,57.09,74.98M,0.16%
2017/10/17,57.94,57.41,58.26,57.2,63.78M,1.35%
2017/10/18,58.98,58.06,59.03,57.87,71.04M,1.79%
2017/10/19,59.59,59.06,59.95,58.8,74.11M,1.03%
2017/10/20,59.02,59,59.45,58.64,45.69M,-0.96%
2017/10/23,59.88,59.73,60.18,59.2,51.24M,1.46%
2017/10/24,60.2,59.77,61.06,59.63,70.53M,0.53%
2017/10/25,60.08,60.1,60.44,59.71,38.65M,-0.20%
2017/10/26,61.39,60,62.26,59.86,83.68M,2.18%
2017/10/27,63.93,61.5,63.98,61.48,87.69M,4.14%
2017/10/30,64.06,64,65.3,63.13,118.38M,0.20%
2017/10/31,64.36,63.5,64.5,63.31,51.37M,0.47%
2017/11/1,64.12,64.47,66.28,63.72,100.11M,-0.37%
2017/11/2,64.14,64.2,64.39,63,82.50M,0.03%
2017/11/3,64.45,64,64.84,63.48,68.14M,0.48%
2017/11/6,64.01,64.69,64.7,62.92,90.86M,-0.68%
2017/11/7,65.37,64.3,66.57,64.3,117.36M,2.12%
2017/11/8,64.61,65.4,66.35,64.32,86.78M,-1.16%
2017/11/9,66.33,64.5,66.39,64.4,70.87M,2.66%
2017/11/10,69.89,66,69.95,65.93,125.41M,5.37%
2017/11/13,70.15,70.1,70.57,69.48,75.22M,0.37%
2017/11/14,70.42,70.69,71.29,69.77,80.18M,0.38%
2017/11/15,69.2,69.98,70.43,68.59,100.95M,-1.73%
2017/11/16,73.01,68.8,73.11,68.75,116.38M,5.51%
2017/11/17,75.27,72.7,75.32,71.8,158.04M,3.10%
2017/11/20,75.71,74.78,76.49,74.07,114.13M,0.58%
2017/11/21,78.44,75.13,79.68,75.13,144.56M,3.61%
2017/11/22,77.45,79.5,79.96,76.58,129.35M,-1.26%
2017/11/23,74.32,76.6,78.44,73.7,157.62M,-4.04%
2017/11/24,74.62,74.15,75.46,72.71,131.78M,0.40%
2017/11/27,73.55,74.7,74.9,71.55,163.72M,-1.43%
2017/11/28,72.73,72.7,73.54,71.88,78.65M,-1.11%
2017/11/29,72.42,73.54,74.19,71.26,87.50M,-0.43%
2017/11/30,69.92,71.37,71.67,69.55,116.37M,-3.45%
2017/12/1,68.1,69.65,70.18,67.91,139.30M,-2.60%
2017/12/4,69.39,67.6,70.35,67.37,115.93M,1.89%
2017/12/5,71.2,68.9,71.5,68.78,169.25M,2.61%
2017/12/6,69.4,70.9,71.1,68,124.56M,-2.53%
2017/12/7,68.64,69.35,69.81,67.6,85.97M,-1.10%
2017/12/8,71.49,68.94,71.86,68.66,109.56M,4.15%
2017/12/11,73.25,71.2,73.31,70.82,113.99M,2.46%
2017/12/12,71.21,73.25,73.56,71.17,77.79M,-2.78%
2017/12/13,72.12,71.21,72.62,70.2,86.51M,1.28%
2017/12/14,71.01,72.12,72.16,70.6,67.62M,-1.54%
2017/12/15,70.38,70.69,71.44,70.05,73.56M,-0.89%
2017/12/18,70.67,70.21,71.93,70.21,67.91M,0.41%
2017/12/19,73.58,70.91,73.63,70.71,127.06M,4.12%
2017/12/20,73.94,73.49,74.59,73.08,93.94M,0.49%
2017/12/21,74.91,73.64,75.58,73.21,93.47M,1.31%
2017/12/22,74.02,74.8,75.2,73.63,71.95M,-1.19%
2017/12/25,74.16,74.06,76.17,73.37,111.00M,0.19%
2017/12/26,73.94,74.11,74.56,72.88,83.23M,-0.30%
2017/12/27,70.35,73.45,73.45,70.02,150.68M,-4.86%
2017/12/28,70.59,70.3,71.42,69.67,113.09M,0.34%
2017/12/29,69.98,71.09,71.53,69.5,104.00M,-0.86%
2018/1/2,72.59,70.21,72.8,70.18,123.62M,3.73%
2018/1/3,70.97,73.4,73.9,70.11,179.41M,-2.23%
2018/1/4,71.18,71.02,72.2,70.55,106.12M,0.30%
2018/1/5,70.89,71.59,71.88,70.45,77.21M,-0.41%
2018/1/8,70.01,70.79,70.79,69.32,122.87M,-1.24%
2018/1/9,71.87,70.3,72.08,70.03,123.95M,2.66%
2018/1/10,71.72,71.6,71.87,70.71,82.81M,-0.21%
2018/1/11,72.65,71.05,73.12,71,109.63M,1.30%
2018/1/12,74.41,72.66,74.5,72.33,128.27M,2.42%
2018/1/15,77.65,75.35,78.5,75.35,200.66M,4.35%
2018/1/16,77.81,77.68,79.48,77.2,150.16M,0.21%
2018/1/17,77.34,78.1,79.35,76.5,141.36M,-0.60%
2018/1/18,77.61,78.56,80.11,77.08,207.45M,0.35%
2018/1/19,77.59,78.3,79.06,76.89,155.38M,-0.03%
2018/1/22,78.74,77.11,79.2,77.05,121.59M,1.48%
2018/1/23,78.76,80.3,81.28,78.29,191.99M,0.03%
2018/1/24,76.44,79,79.44,76.38,168.91M,-2.95%
2018/1/25,75.29,75.93,75.99,74.8,123.44M,-1.50%
2018/1/26,76.1,75.3,76.85,75.21,112.56M,1.08%
2018/1/29,73.36,76.66,76.7,72.89,151.78M,-3.60%
2018/1/30,73.38,72.9,74.36,72.8,86.78M,0.03%
2018/1/31,75.08,72.65,75.15,72.52,93.47M,2.32%
2018/2/1,75.48,75,75.6,74.05,141.58M,0.53%
2018/2/2,76.01,74.87,76.38,74.13,100.76M,0.70%
2018/2/5,75.71,74.4,75.95,74.3,94.81M,-0.39%
2018/2/6,73.77,73.85,74.7,72.5,204.97M,-2.56%
2018/2/7,71.38,74.6,74.65,70.5,174.78M,-3.24%
2018/2/8,68.99,70.61,71.5,68.37,153.01M,-3.35%
2018/2/9,64.43,66.5,66.97,62.2,249.20M,-6.61%
2018/2/12,64.96,64.66,65.65,64,102.96M,0.82%
2018/2/13,67.02,66.2,68.35,66.06,114.80M,3.17%
2018/2/14,68.89,67.5,69.19,67.2,64.65M,2.79%
2018/2/22,69.77,70.23,70.42,69.23,78.37M,1.28%
2018/2/23,70.64,70.25,71.46,69.83,55.60M,1.25%
2018/2/26,70.8,70.99,71.58,69.6,69.38M,0.23%
2018/2/27,69.81,71.02,71.19,69.47,78.10M,-1.40%
2018/2/28,67.76,69.2,69.24,67.7,78.22M,-2.94%
2018/3/1,68.93,67.18,69.38,66.88,66.33M,1.73%
2018/3/2,67.68,68,68.66,67.45,58.14M,-1.81%
2018/3/5,67.88,67.66,68.59,67,60.98M,0.30%
2018/3/6,69.32,68.4,69.39,67.4,65.71M,2.12%
2018/3/7,68.78,68.98,70.18,68.18,59.06M,-0.78%
2018/3/8,70.54,69.06,70.84,68.76,69.27M,2.56%
2018/3/9,70.89,71,71.46,70.31,47.62M,0.50%
2018/3/12,71.12,71.6,71.86,70.6,58.34M,0.32%
2018/3/13,69.42,71.2,71.35,69.18,60.95M,-2.39%
2018/3/14,68.82,68.85,69.2,68.26,51.48M,-0.86%
2018/3/15,70.49,68.41,70.7,68.4,62.71M,2.43%
2018/3/16,70.51,70.7,71.95,70.45,70.13M,0.03%
2018/3/19,73.81,70.89,73.88,70.48,92.45M,4.68%
2018/3/20,74.09,73.1,74.19,72.7,65.98M,0.38%
2018/3/21,73.82,76.7,76.71,73.03,136.75M,-0.36%
2018/3/22,72.88,73.51,74.17,71.68,90.29M,-1.27%
2018/3/23,70.3,70,70.77,69.42,148.70M,-3.54%
2018/3/26,68.28,69.2,69.97,66.98,138.10M,-2.87%
2018/3/27,68.16,69.58,69.66,67.5,103.99M,-0.18%
2018/3/28,65.4,67,67.68,64.88,142.08M,-4.05%
2018/3/29,66.39,65.42,67.28,63.51,146.26M,1.51%
2018/3/30,65.31,66.01,66.27,64.8,84.20M,-1.63%
2018/4/2,64.66,64.25,66.25,64.22,80.56M,-1.00%
2018/4/3,64.51,63.95,64.95,63.84,60.41M,-0.23%
2018/4/4,64.55,64.9,65.58,63.98,68.00M,0.06%
2018/4/9,65.96,64.99,65.99,64.05,71.61M,2.18%
2018/4/10,68.25,65.69,68.4,65.39,90.51M,3.47%
2018/4/11,67.67,68.3,68.57,67.48,72.09M,-0.85%
2018/4/12,66.72,67.91,67.97,66.69,54.45M,-1.40%
2018/4/13,66.18,67.43,67.45,66.05,46.64M,-0.81%
2018/4/16,64.3,66.01,66.66,63.88,80.96M,-2.84%
2018/4/17,63.13,64.44,64.86,62.83,83.17M,-1.82%
2018/4/18,63.51,63.78,63.95,62.6,76.49M,0.60%
2018/4/19,64.48,63.9,64.95,63.66,72.65M,1.53%
2018/4/20,64.15,64.2,64.87,63.51,60.33M,-0.51%
2018/4/23,64.99,64.15,65.16,63.78,54.45M,1.31%
2018/4/24,66.56,65.4,67.06,65.28,90.70M,2.42%
2018/4/25,65.5,66.04,66.46,65.31,47.78M,-1.59%
2018/4/26,63.12,65.68,65.89,62.81,84.16M,-3.63%
2018/4/27,60.89,63.55,63.73,58.34,260.29M,-3.53%
2018/5/2,61.34,61.36,61.79,60.75,70.89M,0.74%
2018/5/3,61.44,60.88,61.58,59.9,62.91M,0.16%
2018/5/4,60.71,61.33,61.64,60.64,44.16M,-1.19%
2018/5/7,61.19,60.55,61.47,59.71,82.95M,0.79%
2018/5/8,63.08,61.36,63.88,61.24,117.47M,3.09%
2018/5/9,62.95,63.1,63.4,62.52,48.44M,-0.21%
2018/5/10,63.18,63.3,63.75,62.61,49.82M,0.37%
2018/5/11,63.1,63.58,63.66,62.81,45.21M,-0.13%
2018/5/14,64.1,63.7,64.58,63.5,68.37M,1.58%
2018/5/15,63.97,64.5,64.59,63.4,52.95M,-0.20%
2018/5/16,62.81,63.68,63.92,62.63,55.95M,-1.81%
2018/5/17,62,63.09,63.19,61.94,47.78M,-1.29%
2018/5/18,63.04,61.88,63.12,61.59,56.63M,1.68%
2018/5/21,63.66,63.55,64.15,63.27,70.51M,0.98%
2018/5/22,63.01,63.58,63.84,62.5,43.77M,-1.02%
2018/5/23,61.76,62.95,62.95,61.67,56.92M,-1.98%
2018/5/24,61.22,61.96,62.27,61.16,44.15M,-0.87%
2018/5/25,61.53,61.38,62.18,61.34,35.39M,0.51%
2018/5/28,62.5,61.8,62.88,61.55,45.90M,1.58%
2018/5/29,62.38,62.32,62.66,61.3,63.65M,-0.19%
2018/5/30,60.65,61.31,61.7,60.58,49.08M,-2.77%
2018/5/31,62.13,61.11,62.18,60.71,66.54M,2.44%
2018/6/1,61.64,61.91,62.19,61.28,40.80M,-0.79%
2018/6/4,63.53,62.1,63.71,61.9,85.89M,3.07%
2018/6/5,64.58,63.59,65,63.21,88.52M,1.65%
2018/6/6,63.81,64.43,64.45,63.71,49.02M,-1.19%
2018/6/7,63.24,63.27,64.54,63.02,74.63M,-0.89%
2018/6/8,62.39,62.97,63.24,61.95,57.94M,-1.34%
2018/6/11,63.03,62.25,63.2,61.85,51.28M,1.03%
2018/6/12,63.9,63.2,64.25,62.82,76.36M,1.38%
2018/6/13,63.75,63.8,63.91,63.35,45.91M,-0.23%
2018/6/14,64.44,63.58,65.35,63.45,79.85M,1.08%
2018/6/15,64.63,64.1,65.16,64.02,66.66M,0.29%
2018/6/19,62.09,63.8,64.2,61.8,127.83M,-3.93%
2018/6/20,61.85,61.9,62.54,60.78,74.32M,-0.39%
2018/6/21,61.09,61.86,62.56,61,60.55M,-1.23%
2018/6/22,61.07,60.6,61.5,60.6,46.54M,-0.03%
2018/6/25,59.79,61.28,61.35,59.6,60.75M,-2.10%
2018/6/26,59.24,59.1,59.61,57.8,71.79M,-0.92%
2018/6/27,57.5,59.1,59.45,57.44,69.71M,-2.94%
2018/6/28,56.83,57.11,57.95,56.53,73.60M,-1.17%
2018/6/29,58.58,57.12,58.63,57.1,64.51M,3.08%
2018/7/2,55.22,58.28,58.28,54.65,90.02M,-5.74%
2018/7/3,56.34,55.6,56.56,54.33,94.92M,2.03%
2018/7/4,55.52,56.23,56.88,55.37,51.95M,-1.46%
2018/7/5,55.53,55.7,56.27,55.18,54.84M,0.02%
2018/7/6,56.94,55.98,57.65,55.54,82.43M,2.54%
2018/7/9,58.88,57.6,58.91,57.2,69.60M,3.41%
2018/7/10,58.18,59,59.05,57.55,55.56M,-1.19%
2018/7/11,57.09,56.75,57.51,56.56,47.38M,-1.87%
2018/7/12,58.38,57.24,58.89,57.24,64.77M,2.26%
2018/7/13,58.54,58.77,58.92,58.28,39.38M,0.27%
2018/7/16,57.72,58.3,58.78,57.38,43.19M,-1.40%
2018/7/17,58.02,57.9,58.26,57.42,37.99M,0.52%
2018/7/18,57.81,58.28,59.11,57.75,46.45M,-0.36%
2018/7/19,58.71,58.36,59.3,58.35,70.37M,1.56%
2018/7/20,60.84,58.6,61.61,58.23,106.94M,3.63%
2018/7/23,61.08,60.35,61.6,60.25,80.46M,0.39%
2018/7/24,61.74,61.06,63,61.03,83.69M,1.08%
2018/7/25,62.16,62.23,62.24,61.4,40.90M,0.68%
2018/7/26,60.8,62.28,62.48,60.68,48.26M,-2.19%
2018/7/27,60.87,60.98,61.33,60.57,33.42M,0.12%
2018/7/30,61.56,60.9,61.92,60.75,37.64M,1.13%
2018/7/31,61.6,61.6,61.89,60.82,26.07M,0.06%
2018/8/1,59.7,61.8,62.41,59.62,56.34M,-3.08%
2018/8/2,58.26,59.41,59.49,57.8,64.68M,-2.41%
2018/8/3,57.82,58.43,58.76,57.78,36.21M,-0.76%
2018/8/6,57.83,57.81,58.86,57.36,41.98M,0.02%
2018/8/7,59.56,58.11,59.6,57.96,56.19M,2.99%
2018/8/8,58.38,59.55,59.7,58.19,41.21M,-1.98%
2018/8/9,60.62,58.38,60.99,58.18,63.54M,3.84%
2018/8/10,60.44,60.56,60.96,59.83,34.90M,-0.30%
2018/8/13,59.55,59.8,59.85,58.66,45.47M,-1.47%
2018/8/14,59.05,59.56,59.72,58.58,30.87M,-0.84%
2018/8/15,57.03,59.03,59.05,56.67,61.38M,-3.42%
2018/8/16,56.98,56.38,57.95,55.88,47.51M,-0.09%
2018/8/17,56.58,57.7,57.82,56.46,35.14M,-0.70%
2018/8/20,57.81,56.94,57.82,56.76,46.21M,2.17%
2018/8/21,59.42,57.86,59.65,57.86,63.67M,2.78%
2018/8/22,60.93,61.28,61.5,60.37,104.19M,2.54%
2018/8/23,62.13,61.01,62.38,61.01,75.61M,1.97%
2018/8/24,62.47,61.7,63.33,61.5,57.26M,0.55%
2018/8/27,63.47,63.08,63.68,62.72,58.58M,1.60%
2018/8/28,62.9,63.8,63.84,62.6,42.49M,-0.90%
2018/8/29,63.01,62.68,63.3,62.65,27.89M,0.17%
2018/8/30,63.16,63.5,64.05,63.02,45.85M,0.24%
2018/8/31,62.98,62.4,63.43,62.2,52.11M,-0.28%
2018/9/3,62.73,62.6,63,62.11,32.38M,-0.40%
2018/9/4,64.8,62.85,64.93,62.54,65.84M,3.30%
2018/9/5,62.8,64.41,64.64,62.8,50.74M,-3.09%
2018/9/6,61.32,62.1,62.52,61.01,45.74M,-2.36%
2018/9/7,62.78,61.88,63.5,61.6,49.47M,2.38%
2018/9/10,62.03,62.6,62.87,61.6,32.34M,-1.19%
2018/9/11,61.68,62,62.58,61.25,34.71M,-0.56%
2018/9/12,60.6,61.31,61.46,60.28,43.55M,-1.75%
2018/9/13,62.4,61.78,62.4,61.01,53.89M,2.97%
2018/9/14,63.3,62.57,63.76,62.42,55.84M,1.44%
2018/9/17,62.51,62.3,63.18,62.25,26.96M,-1.25%
