日期,收盘,开盘,高,低,交易量,涨跌幅
2018/9/18,64.12,62.15,64.3,62.1,63.56M,2.58%
2018/9/19,65.15,64.09,65.8,63.81,83.47M,1.61%
2018/9/20,64.8,65.2,65.56,64.61,41.89M,-0.54%
2018/9/21,67.49,65.28,67.5,64.97,81.04M,4.15%
2018/9/25,67.19,66.9,67.73,66.48,57.81M,-0.44%
2018/9/26,67.96,67.23,69,66.83,90.85M,1.15%
2018/9/27,67.2,67.73,67.75,66.86,62.36M,-1.12%
2018/9/28,68.5,67.5,69.1,67.44,73.95M,1.93%
2018/10/8,64.78,66.8,66.84,64.71,112.84M,-5.43%
2018/10/9,65,64.63,65.38,64.33,48.63M,0.34%
2018/10/10,64.65,65.09,65.58,64.2,58.28M,-0.54%
2018/10/11,61.85,62.1,63.2,61.38,114.53M,-4.33%
2018/10/12,63.87,62.5,64.25,62.3,77.46M,3.27%
2018/10/15,63.2,63.9,64.44,63.09,53.97M,-1.05%
2018/10/16,64,63.35,65.18,63.33,58.40M,1.27%
2018/10/17,64.16,65.17,65.32,62.41,76.14M,0.25%
2018/10/18,62.45,63.49,63.52,62.25,60.30M,-2.67%
2018/10/19,65.62,61.99,66.1,61.88,113.88M,5.08%
2018/10/22,67.93,66.01,69.42,65.62,161.69M,3.52%
2018/10/23,65.51,68,68.32,64.88,117.21M,-3.56%
2018/10/24,66.25,65.78,67.85,65.56,81.06M,1.13%
2018/10/25,66.66,64.2,66.66,64.2,73.62M,0.62%
2018/10/26,65.54,66.3,66.77,64.38,79.74M,-1.68%
2018/10/29,62,65.87,65.99,61.9,121.64M,-5.40%
2018/10/30,62.8,60,64.63,59.5,126.92M,1.29%
2018/10/31,63.63,63.01,63.95,62.16,78.28M,1.32%
2018/11/1,64.3,64.22,65.5,64.08,68.99M,1.05%
2018/11/2,67.35,66.92,67.35,65.55,117.40M,4.74%
2018/11/5,66.58,66.5,67.05,65.7,54.71M,-1.14%
2018/11/6,66.8,66.2,66.8,65.8,38.51M,0.33%
2018/11/7,66.12,66.89,67.34,65.9,51.07M,-1.02%
2018/11/8,66.3,66.93,67.17,66,50.50M,0.27%
2018/11/9,64.62,65.75,65.98,64.38,54.47M,-2.53%
2018/11/12,64.66,64.4,65.14,63.75,45.85M,0.06%
2018/11/13,65.01,63.78,65.57,63.5,52.10M,0.54%
2018/11/14,63.95,65.05,65.09,63.6,57.38M,-1.63%
2018/11/15,65.1,64,65.14,63.77,50.06M,1.80%
2018/11/16,65.25,65,66.39,64.69,61.99M,0.23%
2018/11/19,65.72,65.25,66.2,64.8,50.76M,0.72%
2018/11/20,64.1,65,65.44,63.91,59.18M,-2.47%
2018/11/21,64.01,63.53,64.14,63.53,38.53M,-0.14%
2018/11/22,63.14,64.18,64.2,62.82,44.37M,-1.36%
2018/11/23,62.64,63.15,63.59,62.52,37.23M,-0.79%
2018/11/26,63.2,63,63.87,62.8,37.00M,0.89%
2018/11/27,63.11,63.31,63.88,62.91,37.56M,-0.14%
2018/11/28,63.77,63.12,63.96,63.01,41.17M,1.05%
2018/11/29,63.05,64.3,64.38,63,38.67M,-1.13%
2018/11/30,63.49,63.06,63.65,62.9,34.92M,0.70%
2018/12/3,64.99,65.2,66.05,64.77,112.19M,2.36%
2018/12/4,64.89,64.95,65.08,64.16,56.25M,-0.15%
2018/12/5,64.25,64.05,64.6,63.98,45.02M,-0.99%
2018/12/6,63,63.66,63.88,62.89,58.59M,-1.95%
2018/12/7,63,63.32,63.53,62.98,27.03M,0.00%
2018/12/10,62.18,62.5,62.68,61.82,49.47M,-1.30%
2018/12/11,62.17,62.18,62.57,61.82,42.00M,-0.02%
2018/12/12,62.46,62.8,62.83,62.04,38.74M,0.47%
2018/12/13,63.2,62.7,63.5,62.4,78.28M,1.18%
2018/12/14,61.94,62.9,62.94,61.73,75.08M,-1.99%
2018/12/17,61.27,61.87,62.26,61.03,71.21M,-1.08%
2018/12/18,60.85,60.9,61.68,60.47,53.23M,-0.69%
2018/12/19,60.12,61,61.26,59.88,51.55M,-1.20%
2018/12/20,59,59.95,60.18,58.58,80.70M,-1.86%
2018/12/21,58.34,58.75,58.85,57.45,73.91M,-1.12%
2018/12/24,58.25,58,58.3,57.75,35.88M,-0.15%
2018/12/25,58.21,57.54,58.78,56.88,66.46M,-0.07%
2018/12/26,57.3,58.17,58.25,57.2,39.78M,-1.56%
2018/12/27,56.9,58.28,58.38,56.9,75.19M,-0.70%
2018/12/28,56.1,57,57.23,56.1,91.50M,-1.41%
2019/1/2,55.18,56.04,56.18,54.94,82.55M,-1.64%
2019/1/3,55.68,55.15,56.33,55.06,69.27M,0.91%
2019/1/4,56.59,55.28,57,55.23,112.99M,1.63%
2019/1/7,56.3,57.09,57.17,55.9,76.59M,-0.51%
2019/1/8,55.8,56.05,56.09,55.2,55.99M,-0.89%
2019/1/9,56.95,56.2,57.6,55.96,81.92M,2.06%
2019/1/10,57.5,56.87,57.82,56.55,67.33M,0.97%
2019/1/11,58.07,58,58.29,57.5,45.76M,0.99%
2019/1/14,57.12,57.74,57.95,56.9,47.53M,-1.64%
2019/1/15,58.59,57.26,58.69,57.06,58.63M,2.57%
2019/1/16,58.74,58.42,58.96,58.01,40.41M,0.26%
2019/1/17,58.73,59.05,59.8,58.56,53.51M,-0.02%
2019/1/18,59.92,59.23,60.02,58.69,56.18M,2.03%
2019/1/21,60.79,59.93,61.11,59.85,55.98M,1.45%
2019/1/22,60.07,60.6,60.64,59.74,41.95M,-1.18%
2019/1/23,59.49,59.82,60.4,59.45,37.49M,-0.97%
2019/1/24,60.43,59.61,60.52,59.22,44.94M,1.58%
2019/1/25,61.29,60.5,61.78,60.43,67.25M,1.42%
2019/1/28,61.52,61.8,62.41,61.2,58.17M,0.38%
2019/1/29,61.65,61.38,61.9,60.98,39.52M,0.21%
2019/1/30,61.25,60.88,61.86,60.78,31.00M,-0.65%
2019/1/31,62.98,61.8,63.19,61.55,69.23M,2.82%
2019/2/1,63.21,63.5,63.78,62.85,43.79M,0.37%
2019/2/11,64.39,62.88,64.51,62.88,54.18M,1.87%
2019/2/12,64.27,64.4,64.42,63.69,38.52M,-0.19%
2019/2/13,65.02,64.66,65.4,64.03,57.87M,1.17%
2019/2/14,65.1,64.88,65.4,64.78,39.62M,0.12%
2019/2/15,63.25,64.8,65.01,63.22,53.40M,-2.84%
2019/2/18,65.29,63.9,65.42,63.78,72.14M,3.23%
2019/2/19,65.68,65.58,67.27,65.28,78.60M,0.60%
2019/2/20,65.88,66.3,66.38,65.19,39.35M,0.30%
2019/2/21,65.39,65.8,66.68,65.09,54.37M,-0.74%
2019/2/22,67.02,65.36,67.07,64.8,76.22M,2.49%
2019/2/25,73,68.22,73,68.14,222.24M,8.92%
2019/2/26,70.01,71.71,72.6,69.92,155.56M,-4.10%
2019/2/27,69.98,70.3,71.43,68.99,101.77M,-0.04%
2019/2/28,70.01,69.98,70.95,69.41,59.89M,0.04%
2019/3/1,72.39,70.69,72.6,70.25,92.08M,3.40%
2019/3/4,72.58,73,75.1,72.21,126.33M,0.26%
2019/3/5,72.07,72.48,72.74,71.57,65.97M,-0.70%
2019/3/6,72.16,72.39,72.48,71.11,78.47M,0.12%
2019/3/7,70.29,72.15,72.15,70,101.35M,-2.59%
2019/3/8,68.7,68.66,70.2,68.25,91.33M,-2.26%
2019/3/11,68.79,68.8,69.69,68.22,75.19M,0.13%
2019/3/12,69.25,69.6,70.92,68.96,96.92M,0.67%
2019/3/13,71.54,71.38,72.1,70.27,140.55M,3.31%
2019/3/14,72.8,71.77,73.2,71.7,105.60M,1.76%
2019/3/15,73.85,73.1,75.5,73.08,125.53M,1.44%
2019/3/18,75,74.43,75.34,73.45,115.64M,1.56%
2019/3/19,75.35,75.73,76.85,74.96,101.21M,0.47%
2019/3/20,76.55,75.06,77.48,74.75,107.84M,1.59%
2019/3/21,75.8,77,77.25,75.6,84.63M,-0.98%
2019/3/22,74.72,75.76,76.26,74.06,77.20M,-1.42%
2019/3/25,72.29,73.41,73.99,72.18,99.11M,-3.25%
2019/3/26,72.69,72.99,73.23,72.15,63.45M,0.55%
2019/3/27,74.22,73.2,74.63,72.7,75.98M,2.10%
2019/3/28,73.4,73.4,73.94,72.88,48.42M,-1.10%
2019/3/29,77.1,74.1,77.1,74.1,142.94M,5.04%
2019/4/1,78.6,78,79.23,77.5,116.81M,1.95%
2019/4/2,78.96,78.54,79,78.05,77.12M,0.46%
2019/4/3,79.86,78.48,80.15,78.37,76.02M,1.14%
2019/4/4,80.2,80.08,80.96,79.25,79.56M,0.43%
2019/4/8,80.59,80.7,82.25,80.02,91.61M,0.49%
2019/4/9,81.1,80.4,82,80.37,60.17M,0.63%
2019/4/10,82.03,80.8,82.11,79.66,78.36M,1.15%
2019/4/11,80.71,82.65,83.62,80.16,75.66M,-1.61%
2019/4/12,80.44,80.35,81.16,79.9,52.68M,-0.33%
2019/4/15,81.66,82.23,83.88,81.6,99.00M,1.52%
2019/4/16,85.01,81.22,85.13,80.9,103.62M,4.10%
2019/4/17,84.48,84.92,85.35,83.8,63.19M,-0.62%
2019/4/18,84.3,84.69,85.02,83.88,39.73M,-0.21%
2019/4/19,87,85.27,87,84.2,78.91M,3.20%
2019/4/22,84.96,87.22,88.09,84.5,93.21M,-2.34%
2019/4/23,86.06,84.75,87.38,84.5,67.81M,1.29%
2019/4/24,85.03,86.08,86.88,83.55,81.29M,-1.20%
2019/4/25,83.4,84.35,84.99,83.15,65.58M,-1.92%
2019/4/26,83.11,83,84.43,82.8,64.90M,-0.35%
2019/4/29,86.43,83.88,87.13,83.3,94.66M,3.99%
2019/4/30,86.1,86.5,87.48,84.53,91.79M,-0.38%
2019/5/6,81.2,82.8,83.6,79.66,180.86M,-5.69%
2019/5/7,81.17,81.78,82.28,79.89,97.50M,-0.04%
2019/5/8,78.78,78.73,80.55,78.38,86.84M,-2.94%
2019/5/9,76.66,78.26,78.26,76.11,112.57M,-2.69%
2019/5/10,81.38,77.95,81.87,77.3,139.21M,6.16%
2019/5/13,78.65,79.25,80.18,78.5,84.24M,-3.35%
2019/5/14,78.3,77.96,79.4,77.85,78.28M,-0.45%
2019/5/15,80.54,78.95,81.37,78.9,80.33M,2.86%
2019/5/16,80.97,80.82,81.53,80,63.08M,0.53%
2019/5/17,79.1,81.06,81.2,78.98,68.58M,-2.31%
2019/5/20,77.87,78.5,79.28,77.19,74.50M,-1.55%
2019/5/21,78.2,78.05,79.25,77.68,63.02M,0.42%
2019/5/22,77.64,78.22,78.5,77.2,51.67M,-0.72%
2019/5/23,75.44,76.5,76.83,75.05,64.57M,-2.83%
2019/5/24,76.5,75.9,77.27,75.8,51.24M,1.41%
2019/5/27,77.18,76.25,77.66,75.35,58.97M,0.89%
2019/5/28,78.19,77.44,78.77,77.21,89.38M,1.31%
2019/5/29,79.78,77.5,80.98,77.18,96.83M,2.03%
2019/5/30,79.09,79.4,79.75,78.59,48.85M,-0.86%
2019/5/31,79,79.15,80.57,79,49.67M,-0.11%
2019/6/3,79.25,79.77,80.2,78.69,52.13M,0.32%
2019/6/4,77.97,79.18,79.48,77.86,51.21M,-1.62%
2019/6/5,77.5,78.75,78.9,77.46,48.72M,-0.60%
2019/6/6,77.11,77.75,77.9,76.88,42.25M,-0.50%
2019/6/10,79.1,77.79,79.38,77.49,64.58M,2.58%
2019/6/11,81.7,79.26,81.91,79.13,94.13M,3.29%
2019/6/12,80.52,81.1,81.42,80.33,47.80M,-1.44%
2019/6/13,80.49,80.8,81,79.8,46.15M,-0.04%
2019/6/14,79.75,80.51,81.05,79.67,40.87M,-0.92%
2019/6/17,79.92,79.8,80.67,79.5,36.39M,0.21%
2019/6/18,80.97,80.12,81.18,79.85,46.41M,1.31%
2019/6/19,83.54,84.01,84.57,83.5,111.87M,3.17%
2019/6/20,88.5,83.92,88.5,83.92,153.32M,5.94%
2019/6/21,87.97,87.95,88.56,87.23,85.81M,-0.60%
2019/6/24,88.21,87.9,88.54,87.22,59.41M,0.27%
2019/6/25,86.63,88.1,88.18,85.32,105.19M,-1.79%
2019/6/26,86.4,86.75,87.3,86.4,45.76M,-0.27%
2019/6/27,88.05,87,88.47,86.99,81.46M,1.91%
2019/6/28,88.61,87.96,89.32,87.63,59.55M,0.64%
2019/7/1,91.84,90.6,92.47,90.6,92.61M,3.65%
2019/7/2,91.06,91.69,91.69,90.88,60.65M,-0.85%
2019/7/3,90.66,91.16,91.6,89.8,65.10M,-0.44%
2019/7/4,89.9,90.7,91.14,89.35,59.37M,-0.84%
2019/7/5,90.85,90,91.14,89.83,51.05M,1.06%
2019/7/8,88.59,89.99,89.99,87.78,78.78M,-2.49%
2019/7/9,87.53,88.68,88.85,86.99,55.70M,-1.20%
2019/7/10,87.88,88.19,88.21,87.52,35.62M,0.40%
2019/7/11,87.98,88.49,89.3,87.69,51.49M,0.11%
2019/7/12,88.75,88.15,89.47,88.15,57.67M,0.88%
2019/7/15,88.08,88.1,88.77,86.62,59.45M,-0.75%
2019/7/16,86.95,87.97,88.18,86.9,43.09M,-1.28%
2019/7/17,86.99,86.95,87.58,86.4,43.84M,0.05%
2019/7/18,86.73,86.6,87.39,86.33,37.78M,-0.30%
2019/7/19,88.35,87.31,88.7,87.31,60.36M,1.87%
2019/7/22,87.68,88.32,88.98,87.68,42.62M,-0.76%
2019/7/23,87.5,87.91,88.2,87.1,38.18M,-0.21%
2019/7/24,88.85,87.97,89.46,87.8,59.46M,1.54%
2019/7/25,89.41,89.1,89.55,88.54,45.61M,0.63%
2019/7/26,90.1,88.82,90.17,88.82,46.15M,0.77%
2019/7/29,89.45,89.84,90.08,89.05,36.83M,-0.72%
2019/7/30,89.98,90.35,90.9,89.68,46.48M,0.59%
2019/7/31,88.09,89.41,89.5,87.88,59.28M,-2.10%
2019/8/1,87.51,87.5,88.34,87.01,42.76M,-0.66%
2019/8/2,86.03,86.1,86.49,85.5,72.90M,-1.69%
2019/8/5,84.61,85.06,85.86,84.58,68.49M,-1.65%
2019/8/6,84.51,83.1,84.88,82.15,101.03M,-0.12%
2019/8/7,83.47,84.81,84.95,83.35,53.24M,-1.23%
2019/8/8,84.51,83.99,84.55,83.4,56.73M,1.25%
2019/8/9,84.35,85.1,85.28,84.02,44.94M,-0.19%
2019/8/12,86.5,84.46,86.77,84.46,59.42M,2.55%
2019/8/13,85.01,85.95,86.25,84.77,51.50M,-1.72%
2019/8/14,85.04,86.38,86.57,85.01,53.34M,0.04%
2019/8/15,86.31,83.8,86.34,83.53,70.23M,1.49%
2019/8/16,87.46,87,88.3,86.35,93.23M,1.33%
2019/8/19,88.45,88.3,88.46,87.25,83.74M,1.13%
2019/8/20,87.94,88.3,88.33,87.62,50.44M,-0.58%
2019/8/21,87.73,87.65,88.17,87.35,33.53M,-0.24%
2019/8/22,87.98,87.86,88.08,87.4,36.50M,0.28%
2019/8/23,89.89,87.95,90.26,87.82,88.57M,2.17%
2019/8/26,87.5,88.3,88.6,87.15,99.03M,-2.66%
2019/8/27,87.68,88.05,88.8,87.57,76.78M,0.21%
2019/8/28,86.9,87.61,87.92,86.85,51.61M,-0.89%
2019/8/29,86.7,87.15,87.48,86.17,46.43M,-0.23%
2019/8/30,87.32,87.7,88.15,86.41,56.47M,0.72%
2019/9/2,88.5,87,88.88,86.88,63.58M,1.35%
2019/9/3,88.25,88.6,88.9,87.79,51.28M,-0.28%
2019/9/4,88.3,87.83,88.4,87.22,60.60M,0.06%
2019/9/5,89.23,88.8,90.31,88.31,100.76M,1.05%
2019/9/6,90.7,89.95,90.7,89.28,68.88M,1.65%
2019/9/9,90.4,91.37,91.53,89.98,70.24M,-0.33%
2019/9/10,89.44,90.49,90.55,88.9,48.46M,-1.06%
2019/9/11,89.56,89.8,90.08,88.75,45.59M,0.13%
2019/9/12,92.34,90.09,92.5,89.75,79.31M,3.10%
2019/9/16,91.35,92.3,92.33,91.12,54.84M,-1.07%
2019/9/17,89.52,90.9,90.92,89.22,64.03M,-2.00%
2019/9/18,90,89.82,90.48,89.58,41.98M,0.54%
2019/9/19,89.6,90.5,90.62,89.01,42.16M,-0.44%
2019/9/20,89.85,89.89,90.29,89.45,45.69M,0.28%
2019/9/23,88.91,89.44,89.44,88.15,51.37M,-1.05%
2019/9/24,88.95,89,89.41,88.4,40.54M,0.04%
2019/9/25,88.78,88.39,89.17,88.15,38.86M,-0.19%
2019/9/26,88.35,89.2,89.77,88.33,48.64M,-0.48%
2019/9/27,88.3,88.53,88.68,87.88,32.96M,-0.06%
2019/9/30,87.04,87.94,88.19,87.01,46.08M,-1.43%
2019/10/8,88,87.14,88.72,87.1,40.53M,1.10%
2019/10/9,88.18,87.44,88.6,87.33,36.06M,0.20%
2019/10/10,88.5,88.19,88.65,87.51,34.09M,0.36%
2019/10/11,89.9,88.89,90.27,88.5,60.05M,1.58%
2019/10/14,90.45,90.8,91.45,90.18,63.04M,0.61%
2019/10/15,90.2,90.8,90.8,89.94,35.09M,-0.28%
2019/10/16,90.58,90.7,91.82,90.48,49.91M,0.42%
2019/10/17,91.72,91.2,92.17,90.6,61.94M,1.26%
2019/10/18,89.75,92.3,92.45,89.68,59.09M,-2.15%
2019/10/21,90.07,89.47,90.45,88.93,36.09M,0.36%
2019/10/22,90.29,90.79,90.79,89.58,31.08M,0.24%
2019/10/23,89.5,90.2,90.63,89.21,31.88M,-0.87%
2019/10/24,89.8,89.85,90.04,88.95,36.05M,0.34%
2019/10/25,88,88,88.47,87.1,112.92M,-2.00%
2019/10/28,88.64,88.39,88.87,87.87,65.10M,0.73%
2019/10/29,88.2,88.67,89.04,87.96,43.16M,-0.50%
2019/10/30,87.95,88,88.37,87.67,43.65M,-0.28%
2019/10/31,88.12,87.8,88.71,87.8,37.37M,0.19%
2019/11/1,90.04,88.12,90.06,88.01,65.09M,2.18%
2019/11/4,90.29,90.35,90.64,89.91,50.57M,0.28%
2019/11/5,90.06,90.3,91.26,89.66,65.49M,-0.25%
2019/11/6,90,90.04,90.4,89.67,38.63M,-0.07%
2019/11/7,89.77,90,90.1,89.28,31.98M,-0.26%
2019/11/8,89.17,90.49,90.55,89.17,43.63M,-0.67%
2019/11/11,88.21,88.5,88.59,87.9,44.26M,-1.08%
2019/11/12,88.22,88.39,88.55,87.85,39.55M,0.01%
2019/11/13,88,87.97,88.34,87.53,38.09M,-0.25%
2019/11/14,88.03,88.48,88.49,87.8,32.35M,0.03%
2019/11/15,87.9,87.81,88.25,87.7,36.40M,-0.15%
2019/11/18,88.71,87.88,88.98,87.68,34.48M,0.92%
2019/11/19,88.89,88.3,89.1,88.22,30.20M,0.20%
2019/11/20,88.05,88.58,88.8,87.93,33.23M,-0.94%
2019/11/21,86.34,87.72,87.75,86.01,75.74M,-1.94%
2019/11/22,84.89,86.42,86.95,84.68,74.75M,-1.68%
2019/11/25,85.5,85.1,85.57,84.28,54.65M,0.72%
2019/11/26,85.4,86,86.02,84.97,50.93M,-0.12%
2019/11/27,84.91,85.36,85.36,84.5,39.43M,-0.57%
2019/11/28,84.4,85,85.16,84.23,35.81M,-0.60%
2019/11/29,83.62,84.39,84.74,82.69,57.09M,-0.92%
2019/12/2,83.29,83.69,83.98,83.01,38.60M,-0.39%
2019/12/3,84.27,83.18,84.28,82.79,39.43M,1.18%
2019/12/4,84.07,83.6,84.13,83.37,26.20M,-0.24%
2019/12/5,84.67,84.51,85,84.08,34.25M,0.71%
2019/12/6,84.74,84.9,84.95,84.33,27.21M,0.08%
2019/12/9,83.65,84.76,84.89,83.34,46.05M,-1.29%
2019/12/10,83.59,83.51,83.88,83.3,29.55M,-0.07%
2019/12/11,84.04,83.8,84.19,83.4,36.79M,0.54%
2019/12/12,84.04,84.43,84.64,84,36.65M,0.00%
2019/12/13,86.77,85.18,86.77,85.08,77.47M,3.25%
2019/12/16,85.64,85.6,85.85,84.9,77.97M,-1.30%
2019/12/17,86.13,85.68,86.84,85.25,75.83M,0.57%
2019/12/18,85.98,86.09,86.45,85.81,45.38M,-0.17%
2019/12/19,85.7,86.12,86.18,85.28,33.08M,-0.33%
2019/12/20,85.53,85.77,86.31,85.5,35.83M,-0.20%
2019/12/23,84.29,85.95,85.97,84.25,45.72M,-1.45%
2019/12/24,84.46,84.23,84.6,84.05,29.22M,0.20%
2019/12/25,83.93,84.4,84.51,83.81,31.62M,-0.63%
2019/12/26,84.43,84,84.43,83.9,28.65M,0.60%
2019/12/27,84.72,84.44,85.66,84.42,49.28M,0.34%
2019/12/30,85.89,84.76,86.02,83.92,67.62M,1.38%
2019/12/31,85.46,85.75,85.91,85.01,43.20M,-0.50%
2020/1/2,86.12,85.9,86.79,85.88,77.83M,0.77%
2020/1/3,86.2,86.81,86.88,85.9,59.50M,0.09%
2020/1/6,85.6,85.92,86.87,85.5,63.65M,-0.70%
2020/1/7,86.15,86.01,86.46,85.67,45.22M,0.64%
2020/1/8,85,85.98,85.98,84.5,62.81M,-1.33%
2020/1/9,85.04,85.58,85.61,84.69,59.87M,0.05%
2020/1/10,84.78,85.35,85.39,84.61,52.59M,-0.31%
2020/1/13,86.45,85.01,86.47,84.78,81.06M,1.97%
2020/1/14,86.83,87.2,87.82,86.68,71.67M,0.44%
2020/1/15,85.81,86.81,87.12,85.68,52.62M,-1.17%
2020/1/16,85.55,86.31,86.37,85.55,49.86M,-0.30%
2020/1/17,86.25,86.15,86.9,85.85,55.54M,0.82%
2020/1/20,87.6,88.3,88.7,87.35,93.61M,1.57%
2020/1/21,85.6,87,87.29,85.6,72.76M,-2.28%
2020/1/22,85.22,85,85.48,83.83,73.66M,-0.44%
2020/1/23,83.49,84.01,84.56,82.48,108.00M,-2.03%
2020/2/3,77.71,76.51,79.25,76.4,203.15M,-6.92%
2020/2/4,80.43,78.3,80.97,78.2,121.35M,3.50%
2020/2/5,80.38,80.56,81.33,79.76,75.32M,-0.06%
2020/2/6,81.52,81.18,81.97,80.38,67.22M,1.42%
2020/2/7,81.03,80.6,81.2,80.42,49.16M,-0.60%
2020/2/10,80.3,80.35,80.64,79.9,59.36M,-0.90%
2020/2/11,81.13,80.89,81.86,80.5,58.43M,1.03%
2020/2/12,81.2,81.1,81.46,80.55,44.43M,0.09%
2020/2/13,80.45,81.2,81.2,80.36,56.26M,-0.92%
2020/2/14,81,80.37,81.26,80.21,42.88M,0.68%
2020/2/17,82.39,81,82.49,80.7,67.81M,1.72%
2020/2/18,81.55,81.81,82.11,81.44,51.32M,-1.02%
2020/2/19,81.7,81.03,82.24,81.01,46.05M,0.18%
2020/2/20,83.28,82,83.61,81.35,83.30M,1.93%
2020/2/21,82.38,82.5,83.23,82,109.39M,-1.08%
2020/2/24,80.72,81,81.3,80.5,103.51M,-2.02%
2020/2/25,80.19,79.8,80.32,79.51,86.90M,-0.66%
2020/2/26,79.83,79.45,80.76,79.11,84.42M,-0.45%
2020/2/27,79.79,79.6,80.4,79.3,66.68M,-0.05%
2020/2/28,77.72,78.6,79.29,77.71,98.39M,-2.59%
2020/3/2,79.58,78.32,80.2,78.32,71.23M,2.39%
2020/3/3,79.49,80.48,80.57,79.26,67.82M,-0.11%
2020/3/4,80.58,79.9,80.75,79.9,67.76M,1.37%
2020/3/5,82.45,81.01,82.76,80.62,96.06M,2.32%
2020/3/6,80.91,81.57,81.92,80.8,58.42M,-1.87%
2020/3/9,78.14,78.91,79,78.02,105.51M,-3.42%
2020/3/10,79.18,78.14,79.78,77.83,71.70M,1.33%
2020/3/11,78.15,79.18,79.25,78.15,59.14M,-1.30%
2020/3/12,76.65,77.25,77.48,76.53,90.13M,-1.92%
2020/3/13,74.71,72.14,75.98,72.1,116.62M,-2.53%
2020/3/16,72,74.5,74.52,71.8,97.92M,-3.63%
2020/3/17,72.14,71.65,73,70.89,95.09M,0.19%
2020/3/18,69.87,72.53,72.88,69.85,85.22M,-3.15%
2020/3/19,67.81,69.1,69.87,66.32,123.68M,-2.95%
2020/3/20,69,68.71,69.4,67.35,88.73M,1.75%
2020/3/23,66.76,66,67.5,66,68.41M,-3.25%
2020/3/24,68.95,67.95,69.05,67.82,79.16M,3.28%
2020/3/25,70.35,70.6,71.23,69.88,92.82M,2.03%
2020/3/26,70.19,69.48,71,69.35,54.99M,-0.23%
2020/3/27,69.72,71.25,71.29,69.72,60.31M,-0.67%
2020/3/30,69.15,68.6,69.39,68.45,46.80M,-0.82%
2020/3/31,69.17,70.11,70.35,69.01,42.54M,0.03%
2020/4/1,69.32,69,70.47,68.9,55.69M,0.22%
2020/4/2,69.67,68.4,69.67,67.76,51.20M,0.50%
2020/4/3,68.86,69.1,69.26,68.41,42.03M,-1.16%
2020/4/7,69.97,70.08,70.3,69.56,61.94M,1.61%
2020/4/8,69.39,69.57,69.8,69.32,36.25M,-0.83%
2020/4/9,69.64,69.65,69.96,69.38,36.83M,0.36%
2020/4/10,70.99,69.65,72.43,69.38,76.63M,1.94%
2020/4/13,70.13,70.45,70.79,70,35.52M,-1.21%
2020/4/14,71.02,70.68,71.17,70.25,42.97M,1.27%
2020/4/15,70.85,71.07,71.38,70.65,38.15M,-0.24%
2020/4/16,70.38,70.5,70.71,70.16,28.29M,-0.66%
2020/4/17,72.4,71.1,73.32,70.79,90.37M,2.87%
2020/4/20,73.5,72.89,73.8,72.1,65.42M,1.52%
2020/4/21,72.37,73.05,73.48,71.51,56.90M,-1.54%
2020/4/22,72.07,72,72.07,71.48,37.77M,-0.41%
2020/4/23,72.16,72.39,72.8,71.82,32.97M,0.12%
2020/4/24,70.5,71.03,71.03,70.3,66.71M,-2.30%
2020/4/27,71.2,70.62,71.61,70.62,48.15M,0.99%
2020/4/28,72.38,71.5,72.68,70.97,61.39M,1.66%
2020/4/29,74,72.38,74.2,72.38,53.12M,2.24%
2020/4/30,74.46,74.46,75.3,74.21,48.63M,0.62%
2020/5/6,73.81,73.3,73.98,72.9,62.92M,-0.87%
2020/5/7,73.23,73.7,73.7,72.81,40.31M,-0.79%
2020/5/8,72.97,72.8,73.29,72.06,40.47M,-0.36%
2020/5/11,73.9,73.11,74.8,73.11,49.58M,1.27%
2020/5/12,73.93,73.9,74.33,73.47,41.55M,0.04%
2020/5/13,73.34,73.6,73.93,72.65,28.90M,-0.80%
2020/5/14,72.23,73,73,72.17,34.97M,-1.51%
2020/5/15,72.23,72.61,73.1,72.18,31.75M,0.00%
2020/5/18,72.2,72.2,72.98,71.69,30.85M,-0.04%
2020/5/19,72.9,73.18,73.6,72.61,34.16M,0.97%
2020/5/20,72.95,73,73.19,72.5,27.48M,0.07%
2020/5/21,72.38,73.2,73.3,72.36,31.27M,-0.78%
2020/5/22,70.12,72.06,72.1,70.1,57.72M,-3.12%
2020/5/25,70.03,70,70.08,69,41.71M,-0.13%
2020/5/26,70.51,70.99,71,70.32,27.11M,0.69%
2020/5/27,70.65,70.72,71.58,70.52,28.72M,0.20%
2020/5/28,71.51,70.68,71.99,70.68,41.43M,1.22%
2020/5/29,70.71,70.9,71.3,70.48,26.84M,-1.12%
2020/6/1,72.16,71.4,72.23,71.23,45.77M,2.05%
2020/6/2,74.28,72.02,74.53,72.01,81.05M,2.94%
2020/6/3,75.01,75,76.69,75,99.15M,0.98%
2020/6/4,75.14,75.42,75.71,74.58,45.39M,0.17%
2020/6/5,75.3,75.14,75.44,74.4,34.98M,0.21%
2020/6/8,76.72,75.7,77.22,75.7,76.70M,1.89%
2020/6/9,76.5,76.73,77.18,76.32,38.85M,-0.29%
2020/6/10,75.58,76.58,76.7,75.47,34.55M,-1.20%
2020/6/11,74.22,75.21,75.47,73.8,58.61M,-1.80%
2020/6/12,74.15,73.1,74.15,72.97,48.83M,-0.09%
2020/6/15,72.54,73.68,73.78,72.45,55.13M,-2.17%
2020/6/16,73.46,73.6,73.68,73.14,34.19M,1.27%
2020/6/17,73.01,73.2,73.38,72.6,32.59M,-0.61%
